locus_tag,gene,mRNA_level
b2300,yfcE,1505.89
b2301,yfcF,523.655
b2302,yfcG,442.064
b2303,folX,2518.55
b2304,yfcH,1439
b2305,yfcI,494.322
b2306,hisP,1403.5
b2307,hisM,819.242
b2308,hisQ,1489.11
b2309,hisJ,3773.08
b2310,argT,1358.24
b2311,ubiX,194.367
b2312,purF,1308.06
b2313,cvpA,2855.7
b2314,dedD,1141.02
b2315,folC,1093.49
b2316,accD,1919.49
b2317,dedA,908.647
b2318,truA,1431.07
b2319,usg,1004.01
b2320,pdxB,698.476
b2321,flk,973.324
b2323,fabB,3346.38
b2325,yfcL,638.313
b2326,yfcM,713.206
b2327,yfcA,1397.74
b2328,mepA,763.952
b2329,aroC,1981.61
b2330,yfcB,2093.46
b2331,yfcN,974.491
b2333,yfcP,217.729
b2336,yfcS,469.835
b2338,yfcU,194.313
b2340,sixA,1404.76
b2341,yfcX,800.193
b2342,yfcY,728.375
b2343,yfcZ,514.956
b2344,fadL,287.374
b2346,vacJ,1484.24
b2347,yfdC,636.206
b2349,intS,214.004
b2350,yfdG,695.078
b2351,yfdH,1588
b2352,yfdI,302.59
b2353,tfaS,630.641
b2354,yfdK,208.55
b2355,yfdL,21.3271
b2356,yfdM,346.81
b2357,yfdN,91.3855
b2358,yfdO,259.031
b2359,yfdP,95.9802
b2360,yfdQ,81.0705
b2361,yfdR,1029.89
b2362,yfdS,57.4906
b2363,yfdT,258.777
b2364,dsdC,90.2865
b2365,dsdX,129.107
b2366,dsdA,442.215
b2367,emrY,62.7027
b2368,emrK,46.8445
b2369,evgA,1698.53
b2370,evgS,146.642
b2371,yfdE,69.221
b2372,yfdV,113.825
b2373,yfdU,134.914
b2374,yfdW,194.115
b2375,yfdX,464.327
b2376,ypdI,72.4836
b2377,yfdY,619.254
b2378,ddg,177.732
b2379,yfdZ,1154.14
b2380,ypdA,350.833
b2381,ypdB,446.504
b2382,ypdC,443.64
b2383,ypdD,148.148
b2384,ypdE,1226.43
b2385,ypdF,282.98
b2386,ypdG,199.057
b2387,ypdH,98.349
b2388,glk,750.675
b2389,yfeO,227.572
b2390,ypeC,184.256
b2392,mntH,393.483
b2393,nupC,1272.36
b2394,yi81_3,N.D.
b2395,yfeA,312.279
b2398,yfeC,446.964
b2399,yfeD,389.758
b2400,gltX,1949.08
b2405,xapR,253.467
b2406,xapB,63.6225
b2407,xapA,285.301
b2408,yfeN,425.247
b2409,yfeR,143.611
b2410,yfeH,610.959
b2411,ligA,1071.24
b2412,zipA,735.403
b2413,cysZ,309.283
b2414,cysK,7411.62
b2415,ptsH,6410.67
b2416,ptsI,5888.82
b2417,crr,4626.22
b2418,pdxK,743.182
b2419,yfeK,223.891
b2420,yfeS,277.687
b2421,cysM,1265.63
b2422,cysA,1352.83
b2423,cysW,1395.92
b2424,cysU,1602.42
b2425,cysP,2539.57
b2426,ucpA,778.676
b2427,yfeT,1116.17
b2428,yfeU,484.757
b2429,yfeV,598.799
b2430,yfeW,978.891
b2431,yfeX,587.947
b2432,yfeY,807.345
b2433,yfeZ,725.914
b2434,ypeA,775.408
b2435,amiA,912.369
b2436,hemF,374.612
b2437,yfeG,441.617
b2438,yffI,644.933
b2439,eutL,330.446
b2440,eutC,481.604
b2441,eutB,1098.59
b2442,intZ,425.515
b2446,yffO,374.079
b2451,eutA,271.142
b2452,eutH,787.958
b2453,eutG,301.779
b2454,eutJ,802.696
b2455,eutE,263.902
b2456,cchB,258.972
b2457,cchA,558.858
b2458,eutI,304.069
b2459,eutT,330.561
b2460,eutQ,509.394
b2461,eutP,100.673
b2462,ypfE,50.8025
b2463,maeB,1404.59
b2464,talA,3077.82
b2465,tktB,1871.79
b2466,ypfG,163.303
b2467,yffH,465.818
b2468,aegA,654.291
b2469,narQ,217.417
b2470,acrD,1913.31
b2471,yffB,926.097
b2472,dapE,463.015
b2473,ypfH,339.436
b2474,ypfI,415.876
b2476,purC,2937.22
b2477,nlpB,1765.49
b2478,dapA,3491.62
b2479,gcvR,2887.04
b2480,bcp,4269.47
b2481,hyfA,2689.04
b2482,hyfB,455.638
b2483,hyfC,274.587
b2484,hyfD,483.932
b2485,hyfE,245.593
b2486,hyfF,341.056
b2487,hyfG,529.046
b2488,hyfH,191.62
b2489,hyfI,174.157
b2490,hyfJ,483.657
b2491,hyfR,423.77
b2492,focB,273.951
b2493,perM,738.723
b2495,yfgD,814.781
b2496,hda,1146.17
b2497,uraA,1475.59
b2498,upp,3593.97
b2499,purM,2436.96
b2500,purN,2225.84
b2501,ppk,1681.69
b2502,ppx,767.328
b2503,yfgF,56.808
b2504,yfgG,1133.63
b2505,yfgH,58.2789
b2506,yfgI,195.21
b2507,guaA,2079.49
b2508,guaB,3440.48
b2509,xseA,759.029
b2510,yfgJ,283.354
b2511,yfgK,780.6
b2512,yfgL,1361.78
b2513,yfgM,1805.16
b2514,hisS,1900.11
b2515,ispG,1227.93
b2516,yfgA,1601.89
b2517,yfgB,716.93
b2518,ndk,3488.09
b2519,pbpC,381.379
b2520,yfhM,864.323
b2521,sseA,1113.92
b2522,sseB,975.982
b2523,pepB,1261
b2524,yfhJ,1938.47
b2525,fdx,1455.53
b2526,hscA,2037.41
b2527,hscB,1664.34
b2528,iscA,4066.05
b2529,iscU,3708.01
b2530,iscS,3259.54
b2531,iscR,2479.67
b2532,yfhQ,1342.17
b2533,suhB,562.669
b2534,yfhR,233.008
b2535,csiE,133.629
b2536,hcaT,446.408
b2537,hcaR,392.623
b2538,hcaE,279.213
b2539,hcaF,219.159
b2540,hcaC,624.964
b2541,hcaB,605.724
b2542,hcaD,372.151
b2543,yphA,725.537
b2544,yphB,737.754
b2545,yphC,156.938
b2546,yphD,121.605
b2547,yphE,77.6238
b2548,yphF,155.178
b2549,yphG,1695.04
b2550,yphH,430.291
b2551,glyA,4306.74
b2552,hmpA,529.946
b2553,glnB,1142.26
b2554,yfhA,905.14
b2555,yfhG,1320.81
b2556,yfhK,602.537
b2557,purL,1403.34
b2558,yfhD,94.0726
b2559,tadA,757.552
b2560,yfhB,491.11
b2561,yfhH,344.511
b2562,yfhL,1550.1
b2563,acpS,1202.44
b2564,pdxJ,1271
b2565,recO,392.3
b2566,era,693.47
b2567,rnc,1539.59
b2568,lepB,759.968
b2569,lepA,1247.13
b2570,rseC,639.125
b2571,rseB,966.781
b2572,rseA,2229.72
b2573,rpoE,1848.7
b2574,nadB,905.791
b2575,yfiC,866.974
b2576,srmB,793.77
b2577,yfiE,212.11
b2578,yfiK,751.896
b2579,yfiD,1302.09
b2580,ung,804.201
b2581,yfiF,782.309
b2582,trxC,594.915
b2583,yfiP,209.692
b2584,yfiQ,609.46
b2585,pssA,1354.62
b2586,yfiM,318.841
b2587,kgtP,3867.74
b2592,clpB,976.543
b2593,yfiH,633.168
b2594,rluD,1316.13
b2595,yfiO,2174.14
b2597,yfiA,3271.67
b2598,pheL,205.442
b2599,pheA,2277.59
b2600,tyrA,1088.55
b2601,aroF,2697.81
b2602,yfiL,184.195
b2603,yfiR,542.947
b2604,yfiN,523.092
b2605,yfiB,489.269
b2606,rplS,3493.3
b2607,trmD,6587.85
b2608,rimM,6614.3
b2609,rpsP,4837.83
b2610,ffh,1363.21
b4461,yfjD,N.D.
b2614,grpE,1626.83
b2615,yfjB,489.187
b2616,recN,399.449
b2617,smpA,1020.14
b2618,yfjF,640.513
b2619,yfjG,698.138
b2620,smpB,1700.13
b2622,intA,525.802
b2623,yfjH,47.1846
b2624,alpA,38.4091
b2625,yfjI,127.804
b2626,yfjJ,68.2197
b2627,yfjK,222.659
b2628,yfjL,327.95
b2629,yfjM,112.637
b2630,yfjN,1306.16
b2631,yfjO,504.683
b2632,yfjP,209.273
b2633,yfjQ,372.638
b2634,yfjR,1787.47
b2635,ypjK,N.D.
b2636,yfjS,70.8834
b2637,yfjT,121.555
b2638,yfjU,756.679
b2642,yfjW,111.483
b2643,yfjX,453.722
b2644,yfjY,268.493
b2645,yfjZ,40.4867
b2646,ypjF,99.762
b2647,ypjA,314.616
b4462,ygaR,N.D.
b2660,ygaF,659.148
b2661,gabD,1126.57
b2662,gabT,751.512
b2663,gabP,402.435
b2664,ygaE,3008.89
b2665,ygaU,1615.16
b2666,yqaE,819.07
b2668,ygaP,240.145
b2669,stpA,3031.59
b2671,ygaC,632.842
b2672,ygaM,3334.49
b2673,nrdH,810.531
b2674,nrdI,418.353
b2675,nrdE,343.346
b2676,nrdF,180.042
b2677,proV,785.46
b2678,proW,732.111
b2679,proX,747.346
b2682,ygaZ,888.198
b2683,ygaH,1682.79
b2684,emrR,2782.37
b2685,emrA,856.861
b2686,emrB,163.174
b2687,ygaG,2716.7
b2688,gshA,2799.68
b2689,yqaA,1320.18
b2690,yqaB,723.455
b2696,csrA,2312.7
b2697,alaS,3536.83
b2698,oraA,111.491
b2699,recA,1707.32
b2700,ygaD,724.806
b2701,mltB,775.609
b2702,srlA,533.872
b2703,srlE,417.948
b2704,srlB,140.091
b2705,srlD,340.955
b2706,gutM,246.484
b2707,srlR,531.298
b2708,gutQ,1413.19
b2709,ygaA,336.044
b2710,norV,470.64
b2711,ygbD,849.144
b2712,hypF,316.603
b2713,hydN,102.439
b2714,ascG,1212.5
b2715,ascF,701.42
b2716,ascB,164.66
b2717,hycI,1490.63
b2718,hycH,475.018
b2719,hycG,241.298
b2720,hycF,158.948
b2721,hycE,93.0936
b2722,hycD,787.776
b2723,hycC,113.737
b2724,hycB,201.153
b2725,hycA,16.7549
b2726,hypA,388.916
b2727,hypB,1115.1
b2728,hypC,406.622
b2729,hypD,345.79
b2730,hypE,626.321
b2731,fhlA,486.24
b2732,ygbA,176.365
b2733,mutS,986.805
b2734,pphB,104.099
b2735,ygbI,1245.85
b2736,ygbJ,101.559
b2737,ygbK,49.072
b2738,ygbL,288.188
b2739,ygbM,138.004
b2740,ygbN,276.402
b2741,rpoS,3790.06
b2742,nlpD,6321.2
b2743,pcm,1404.22
b2744,surE,1097.63
b2745,ygbO,1565.04
b2746,ispF,1479.67
b2747,ispD,926.763
b2748,ygbQ,1222.63
b2749,ygbE,785.297
b2750,cysC,1914.44
b2751,cysN,2896.78
b2752,cysD,4790.84
b2753,iap,312.069
b2754,ygbF,280.311
b2755,ygbT,325.548
b2756,ygcH,597.303
b2757,ygcI,180.173
b2758,ygcJ,58.2224
b2759,ygcK,99.9901
b2760,ygcL,116.965
b2761,ygcB,53.4953
b2762,cysH,2581.7
b2763,cysI,2907.87
b2764,cysJ,3093.5
b2765,ygcM,383.208
b2766,ygcN,66.0601
b2767,ygcO,147.145
b2768,ygcP,N.D.
b2769,ygcQ,402.508
b2770,ygcR,514.87
b2771,ygcS,84.627
b2774,ygcW,725.481
b2775,yqcE,289.282
b2776,ygcE,144.081
b2777,ygcF,743.353
b2778,ygcG,24.5796
b2779,eno,5812.95
b2780,pyrG,2868.25
b2781,mazG,1298.63
b2782,chpA,1061.68
b2783,chpR,1305.79
b2784,relA,921.064
b2785,rumA,1093.51
b2786,barA,362.569
b2787,gudD,414.878
b2788,gudX,716.012
b2789,gudP,465.211
b2790,yqcA,750.28
b2791,yqcB,566.499
b2792,yqcC,991.806
b2793,syd,708.052
b2794,yqcD,678.514
b2795,ygdH,768.583
b2796,sdaC,427.016
b2797,sdaB,1289.17
b2798,exo,238.563
b2799,fucO,151.063
b2800,fucA,38.7793
b2801,fucP,91.6682
b2802,fucI,386.404
b2803,fucK,1228.6
b2804,fucU,1386.34
b2805,fucR,318.089
b2806,ygdE,778.619
b2807,ygdD,744.479
b2808,gcvA,323.435
b2809,ygdI,360.754
b2810,csdA,1279.12
b2811,ygdK,657.586
b2812,ygdL,1490.89
b2813,mltA,885.606
b2817,amiC,481.782
b2818,argA,1677.27
b2819,recD,425.989
b2820,recB,639.254
b2821,ptr,893.046
b2822,recC,308.616
b2823,ppdC,445.073
b2824,ygdB,97.899
b2825,ppdB,668.477
b2826,ppdA,206.708
b2827,thyA,1552.6
b2828,lgt,1305.89
b2829,ptsP,1416.76
b2830,ygdP,2261.3
b2831,mutH,238.894
b2832,ygdQ,95.1769
b2833,ygdR,312.438
b2834,tas,1129.49
b2835,ygeD,313.554
b2836,aas,1057.38
b2837,galR,590.531
b2838,lysA,703.847
b2839,lysR,134.039
b2840,ygeA,872.189
b2841,araE,235.225
b2842,kduD,629.398
b2843,kduI,190.787
b2844,yqeF,281.937
b2845,yqeG,38.5806
b2846,yqeH,70.9335
b2847,yqeI,65.0016
b2848,yqeJ,72.9797
b2849,yqeK,17.2296
b2850,ygeF,9.69246
b2851,ygeG,18.2031
b2852,ygeH,43.3051
b2853,ygeI,25.4012
b2855,ygeK,N.D.
b2860,yi22_4,943.106
b2861,yi21_4,N.D.
b2862,ygeP,48.6192
b2863,ygeQ,177.975
b2865,ygeR,791.298
b2866,xdhA,140.408
b2867,xdhB,178.178
b2868,xdhC,236.073
b2869,ygeV,272.481
b2870,ygeW,91.5462
b2871,ygeX,475.007
b2872,ygeY,528.089
b2873,ygeZ,260.415
b2874,yqeA,N.D.
b2875,yqeB,471.46
b2876,yqeC,203.519
b2877,ygfJ,111.456
b2878,ygfK,338.92
b2879,ssnA,129.862
b2880,ygfM,237.219
b2881,xdhD,111.991
b2882,ygfO,128.88
b2883,guaD,80.4166
b4464,ygfQ,N.D.
b2886,ygfS,1078.97
b2887,ygfT,157.032
b2888,ygfU,92.9077
b2889,idi,294.859
b2890,lysS,1532.47
b2891,prfB,3150.85
b2892,recJ,651.432
b2893,dsbC,1211.28
b2894,xerD,1360.28
b2895,fldB,988.105
b2896,ygfX,908.448
b2897,ygfY,1642.71
b2898,ygfZ,1899.94
b2899,yqfA,924.42
b2900,yqfB,1010.32
b2901,bglA,963.539
b2902,ygfF,429.207
b2903,gcvP,862.219
b2904,gcvH,3813.93
b2905,gcvT,1613.13
b2906,visC,582.332
b2907,ubiH,704.811
b2908,pepP,1332.7
b2909,ygfB,2495.53
b2910,ygfE,1669.3
b2912,ygfA,423.401
b2913,serA,5767.91
b2914,rpiA,2092.32
b2915,yqfE,720.339
b2916,iciA,388.711
b2917,sbm,223.093
b2918,argK,183.176
b2919,ygfG,584.875
b2920,ygfH,136.563
b2921,ygfI,111.844
b2922,yggE,1494.29
b2923,yggA,361.386
b2924,yggB,2384.79
b2925,fbaA,2834.83
b2926,pgk,3682.9
b2927,epd,2330.48
b2928,yggC,254.155
b2929,yggD,518.066
b2930,yggF,234.579
b4465,yggP,N.D.
b2933,cmtA,103.088
b2934,cmtB,32.7974
b2935,tktA,2377.75
b2936,yggG,729.879
b2937,speB,2007.23
b2938,speA,1393.69
b2939,yqgB,1224.25
b2940,yqgC,298.398
b2941,yqgD,29.8508
b2942,metK,2969.78
b2943,galP,406.172
b2944,sprT,247.473
b2945,endA,199.99
b2946,yggJ,1121.79
b2947,gshB,1136.36
b2948,yqgE,1113.28
b2949,yqgF,771.872
b2950,yggR,367.28
b2951,yggS,1245.84
b2952,yggT,1330.62
b2953,yggU,1387.88
b2954,yggV,1530.95
b2955,yggW,354.552
b2956,yggM,216.775
b2957,ansB,121.719
b2958,yggN,1134.62
b2959,yggL,2094.94
b2960,yggH,2163.66
b2961,mutY,792.216
b2962,yggX,1547.19
b2963,mltC,812.179
b2964,nupG,170.077
b2965,speC,466.337
b2966,yqgA,531.176
b2968,yghD,310.655
b2969,yghE,624.041
b2970,yghF,197.602
b2971,yghG,195.448
b2972,pppA,593.819
b4466,yghJ,N.D.
b2975,yghK,349.588
b2976,glcB,453.47
b2977,glcG,2290.55
b4467,glcF,N.D.
b4468,glcE,N.D.
b2979,glcD,362.435
b2980,glcC,793.639
b2981,yghO,306.662
b2982,trs5_9,N.D.
b2983,yghQ,640.04
b2984,yghR,285.258
b2985,yghS,84.0896
b2986,yghT,310.958
b2987,pitB,242.508
b2988,gss,959.674
b2989,yghU,1718.18
b2990,hybG,359.041
b2991,hybF,195.129
b2992,hybE,289.449
b2993,hybD,1363.83
b2994,hybC,164.426
b2995,hybB,73.098
b2996,hybA,415.354
b2997,hybO,236.152
b2998,yghW,38.0179
b3001,yghZ,425.93
b3002,yqhA,839.813
b3003,yghA,1367.97
b3005,exbD,1708.15
b3006,exbB,1764.29
b3008,metC,1062.98
b3009,yghB,1769.37
b3010,yqhC,1884.64
b3011,yqhD,766.14
b3012,dkgA,1126.43
b3013,yqhG,80.0333
b3014,yqhH,164.721
b4469,ygiQ,N.D.
b3017,sufI,834.838
b3018,plsC,796.944
b3019,parC,1139.11
b3020,ygiS,226.429
b3021,ygiT,279.853
b3022,ygiU,409.733
b3024,ygiW,1294.36
b3025,ygiX,440.598
b3026,ygiY,579.896
b3027,ygiZ,178.718
b3028,mdaB,1237.31
b3029,ygiN,1198.74
b3030,parE,492.522
b3031,yqiA,596.87
b3032,cpdA,1174.88
b3033,yqiB,1190.46
b3034,yqiE,905.952
b3035,tolC,1589.47
b3036,ygiA,447.774
b3037,ygiB,1645.18
b3038,ygiC,1046.61
b3039,ygiD,74.6063
b3040,ygiE,727.267
b3041,ribB,738.242
b3042,yqiC,1460.2
b3043,ygiL,125.555
b3044,yi21_5,2626.66
b3045,yi22_5,N.D.
b3046,yqiG,72.0535
b3047,yqiH,55.9839
b3048,yqiI,90.6404
b3049,glgS,1466.62
b3050,yqiJ,124.132
b3051,yqiK,153.355
b3052,rfaE,657.857
b3053,glnE,1749.41
b3054,ygiF,1434.36
b3055,ygiM,796.074
b3056,cca,862.899
b3057,bacA,466.76
b3058,ygiG,996.898
b3059,ygiH,309.131
b3060,ygiP,244.587
b3061,ttdA,238.523
b3062,ttdB,196.796
b3063,ygjE,929.725
b3064,ygjD,1818.35
b3065,rpsU,4774.01
b3066,dnaG,1436.82
b3067,rpoD,1341.45
b3068,ygjF,801.677
b3070,yqjH,624.959
b3071,yqjI,541.55
b3072,aer,533.835
b3073,ygjG,850.815
b3074,ygjH,471.779
b3075,ebgR,966.398
b3076,ebgA,310.248
b3077,ebgC,108.939
b3078,ygjI,384.066
b3079,ygjJ,247.869
b3080,ygjK,1089.01
b3081,fadH,313.499
b3082,ygjM,640.241
b3083,ygjN,150.404
b3084,ygjO,269.747
b3085,ygjP,337.196
b3086,ygjQ,163.198
b3087,ygjR,486.83
b3088,ygjT,227.224
b3089,ygjU,502.104
b3090,ygjV,68.9388
b3091,uxaA,479.179
b3092,uxaC,965.126
b3093,exuT,465.176
b3094,exuR,1042.31
b3095,yqjA,942.591
b3096,yqjB,380.133
b3097,yqjC,3302.02
b3098,yqjD,3401.4
b3099,yqjE,2072.34
b3100,yqjK,1225.9
b3101,yqjF,140.517
b3102,yqjG,376.356
b3103,yhaH,734.658
b3104,yhaI,121.389
b3105,yhaJ,477.077
b3106,yhaK,84.1883
b3107,yhaL,634.115
b4470,yhaM,N.D.
b3110,yhaO,459.807
b4471,tdcG,N.D.
b3113,tdcF,172.318
b3114,tdcE,912.465
b3115,tdcD,93.8183
b3116,tdcC,210.977
b3117,tdcB,75.3877
b3118,tdcA,346.629
b3119,tdcR,7.84732
b3120,yhaB,288.034
b3121,yhaC,54.6421
b3124,garK,391.946
b3125,garR,592.5
b3126,garL,374.378
b3127,garP,746.814
b3128,garD,334.033
b3129,sohA,1305.23
b3130,yhaV,666.789
b3131,agaR,1192.15
b3132,agaZ,398.206
b3133,agaV,523.675
b3134,agaW,323.628
b3135,agaA,126.568
b3136,agaS,584.15
b3137,agaY,1664.93
b3138,agaB,304.036
b3139,agaC,1003.76
b3140,agaD,369.209
b3141,agaI,132.54
b3142,yraH,123.731
b3143,yraI,192.941
b3144,yraJ,44.3829
b3145,yraK,62.8552
b3146,yraL,838.076
b3147,yraM,941.336
b3148,yraN,818.745
b3149,yraO,1045.11
b3150,yraP,984.688
b3151,yraQ,521.084
b3152,yraR,573.68
b3153,yhbO,720.798
b3154,yhbP,334.053
b3155,yhbQ,2042.11
b3156,yhbS,648.106
b3157,yhbT,1059.55
b3158,yhbU,448.331
b3159,yhbV,296.726
b3160,yhbW,1071.08
b3161,mtr,396.485
b3162,deaD,1131.21
b3163,nlpI,2713.72
b3164,pnp,3462.45
b3165,rpsO,3439.15
b3166,truB,1462.74
b3167,rbfA,1281.06
b3168,infB,2330.66
b3169,nusA,3505.27
b3170,yhbC,2567.25
b3172,argG,1641.62
b3173,yhbX,230.912
b3175,secG,2320.82
b3176,glmM,1426.36
b3177,folP,1125.7
b3178,hflB,2147.12
b3179,rrmJ,1915.98
b3180,yhbY,1591.96
b3181,greA,835.23
b3182,dacB,193.208
b3183,yhbZ,955.702
b3184,yhbE,1157.45
b3185,rpmA,3177.37
b3186,rplU,7626.31
b3187,ispB,1281.11
b3188,nlp,108.714
b3189,murA,1061.23
b3190,yrbA,1566.92
b3191,yrbB,1686.91
b3192,yrbC,1643.87
b3193,yrbD,1456.31
b3194,yrbE,952.39
b3195,yrbF,964.797
b3196,yrbG,1395.5
b3197,yrbH,1293.76
b3198,yrbI,1906.04
b3199,yrbK,1677.32
b3200,yhbN,1709.27
b3201,yhbG,1475.32
b3202,rpoN,3481.46
b3203,yhbH,3938.24
b3204,ptsN,2317.2
b3205,yhbJ,1429.24
b3206,ptsO,848.035
b3207,yrbL,1632.3
b3208,mtgA,479.566
b3209,yhbL,602.85
b3210,arcB,803.226
b3211,yhcC,411.712
b3212,gltB,5647.65
b3213,gltD,4575.97
b3214,gltF,269.272
b3215,yhcA,97.9086
b3216,yhcD,276.046
b3217,yhcE,205.946
b3218,trs5_10,N.D.
b3219,yhcF,212.065
b3220,yhcG,96.0754
b3221,yhcH,248.091
b3222,nanK,227.421
b3223,nanE,512.672
b3224,nanT,454.671
b3225,nanA,241.868
b3226,nanR,629.324
b3227,dcuD,354.956
b3228,sspB,1147.64
b3229,sspA,2577.24
b3230,rpsI,5450.1
b3231,rplM,7786.2
b3232,yhcM,1060.23
b3233,yhcB,1550.28
b3234,degQ,828.053
b3235,degS,988.457
b3236,mdh,5608.73
b3237,argR,1189.59
b3238,yhcN,204.416
b3239,yhcO,396.236
b3240,yhcP,67.6322
b3241,yhcQ,283.403
b3242,yhcR,513.38
b3243,yhcS,259.109
b3244,tldD,1096.16
b4472,yhdP,N.D.
b3247,rng,734.651
b3248,yhdE,1085.51
b3249,mreD,813.768
b3250,mreC,784.814
b3251,mreB,2016.09
b3252,yhdA,298.696
b3253,yhdH,673.068
b3255,accB,3382.2
b3256,accC,1560.63
b3257,yhdT,405.035
b3258,panF,323.168
b3259,prmA,550.112
b3260,yhdG,2519.03
b3261,fis,3265.88
b3262,yhdJ,91.7487
b3263,yhdU,154.112
b3264,envR,89.1907
b3265,acrE,2374.81
b3266,acrF,229.591
b3267,yhdV,421.179
b3268,yhdW,394.661
b3269,yhdX,99.8599
b3270,yhdY,153.612
b3271,yhdZ,179.294
b3279,yrdA,1415.81
b3280,yrdB,475.985
b3281,aroE,1191.98
b3282,yrdC,1090.82
b3283,yrdD,1369.08
b3284,smg,2647.9
b4473,smf,N.D.
b3287,def,2218.41
b3288,fmt,1284.17
b3289,rrmB,921.335
b3290,trkA,396.388
b3291,mscL,2910.32
b3292,zntR,723.783
b3293,yhdN,688.577
b3294,rplQ,5242.44
b3295,rpoA,6189.34
b3296,rpsD,5658.6
b3297,rpsK,6429.02
b3298,rpsM,6566.13
b3299,rpmJ,7614.62
b3300,prlA,N.D.
b3301,rplO,6769.21
b3302,rpmD,5296.72
b3303,rpsE,6115.55
b3304,rplR,6239.47
b3305,rplF,6724.6
b3306,rpsH,7449.97
b3307,rpsN,7126.25
b3308,rplE,8258.35
b3309,rplX,6840.78
b3310,rplN,7746.79
b3311,rpsQ,5950.24
b3312,rpmC,4819.12
b3313,rplP,6308.99
b3314,rpsC,7372.8
b3315,rplV,8211.27
b3316,rpsS,8944.25
b3317,rplB,7357.11
b3318,rplW,7826.69
b3319,rplD,7745.92
b3320,rplC,7478.26
b3321,rpsJ,7128.73
b3322,pioO,304.393
b3323,gspA,283.449
b3324,gspC,191.683
b3325,gspD,51.6619
b3326,gspE,819.407
b3327,gspF,449.261
b3328,gspG,48.5302
b3329,gspH,550.41
b3330,gspI,229.048
b3331,gspJ,74.8947
b3332,gspK,90.4495
b3333,gspL,62.9736
b3334,gspM,108.67
b3335,gspO,148.888
b3336,bfr,1776.93
b3337,bfd,728.06
b3338,chiA,184.37
b3339,tufA,9134.66
b3340,fusA,7055.95
b3341,rpsG,6044.9
b3342,rpsL,6972.49
b3343,yheL,785.452
b3344,yheM,862.345
b3345,yheN,1037.67
b3346,yheO,1275.02
b3347,fkpA,994.705
b3348,slyX,914.95
b3349,slyD,3981.43
b3350,kefB,681.078
b3351,yheR,2011.93
b3352,yheS,1445.01
b3353,yheT,1020.47
b3354,yheU,1326.49
b3355,prkB,1006.54
b3356,yhfA,1624.34
b3357,crp,3455.63
b3358,yhfK,943.341
b3359,argD,2204.51
b3360,pabA,362.022
b3361,fic,711.697
b3362,yhfG,512.558
b3363,ppiA,1192.16
b3364,yhfC,417.456
b3365,nirB,174.415
b3366,nirD,100.402
b3367,nirC,321.896
b3368,cysG,845.354
b3369,yhfL,78.0129
b3370,yhfM,94.6382
b3371,yhfN,79.3209
b4474,frlC,N.D.
b3374,yhfQ,188.437
b3375,yhfR,375.79
b3376,yhfS,435.091
b3377,yhfT,425.242
b3378,yhfU,305.826
b3379,yhfV,53.0206
b3380,yhfW,107.882
b3381,yhfX,228.902
b3382,yhfY,205.041
b3383,yhfZ,156.336
b3384,trpS,867.26
b3385,gph,1994.73
b3386,rpe,1322.29
b3387,dam,1967.95
b3388,damX,1806.21
b3389,aroB,2306.16
b3390,aroK,2915.24
b3391,hofQ,326.706
b3392,yrfA,240.417
b3393,yrfB,230.706
b3394,yrfC,288.83
b3395,yrfD,415.752
b3396,mrcA,900.022
b3397,yrfE,838.039
b3398,yrfF,219.902
b3399,yrfG,1026.34
b3400,hslR,1731.48
b3401,hslO,1081.47
b3402,yhgE,244.048
b3403,pckA,902.702
b3404,envZ,412.362
b3405,ompR,557.928
b3406,greB,365.595
b3407,yhgF,1106.75
b3408,feoA,966.62
b3409,feoB,655.838
b3410,yhgG,471.181
b3411,yhgA,154.833
b3412,bioH,690.787
b3413,yhgH,1433.03
b3414,yhgI,2735.09
b3415,gntT,211.945
b3416,malQ,851.735
b3417,malP,1279.92
b3418,malT,713.913
b4475,rtcA,N.D.
b3421,rtcB,981.798
b3422,rtcR,575.894
b3423,glpR,894.629
b3424,glpG,1344.58
b3425,glpE,859.844
b3426,glpD,419.927
b3427,yzgL,186.957
b3428,glgP,906.391
b3429,glgA,1295.49
b3430,glgC,2362.68
b3431,glgX,1978.08
b3432,glgB,2164.92
b3433,asd,3307.03
b3434,yhgN,274.836
b4476,gntU,N.D.
b3437,gntK,58.8272
b3438,gntR,1740.59
b3439,yhhW,225.655
b3440,yhhX,1527.81
b3441,yhhY,150.56
b3442,yhhZ,79.5198
b3443,yrhA,236.523
b3444,insA_6,N.D.
b3445,insB_6,N.D.
b3446,yrhB,542.55
b3447,ggt,529.356
b3448,yhhA,642.738
b3449,ugpQ,1512.4
b3450,ugpC,908.674
b3451,ugpE,287.9
b3452,ugpA,531.857
b3453,ugpB,569.237
b3454,livF,2226.25
b3455,livG,2953.73
b3456,livM,2498.63
b3457,livH,3511.83
b3458,livK,3326.6
b3459,yhhK,284.403
b3460,livJ,5767.51
b3461,rpoH,1392.49
b3462,ftsX,908.272
b3463,ftsE,1599.72
b3464,ftsY,1550.6
b3465,yhhF,661.688
b3466,yhhL,506.585
b3467,yhhM,454.469
b3468,yhhN,496.807
b3469,zntA,1014.31
b3470,sirA,466.871
b3471,yhhQ,317.611
b3472,dcrB,1278.26
b3473,yhhS,332.864
b3474,yhhT,284.783
b3475,acpT,557.883
b3476,nikA,270.198
b3477,nikB,1034.75
